,Survived,Name,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize
298,1,"Saalfeld, Mr. Adolphe",0,28.0,0,0,30.5,Southampton,1
299,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",1,50.0,0,1,247.5208,Cherbourg,2
300,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",1,28.0,0,0,7.75,Queenstown,1
301,1,"McCoy, Mr. Bernard",0,28.0,2,0,23.25,Queenstown,3
302,0,"Johnson, Mr. William Cahoone Jr",0,19.0,0,0,0.0,Southampton,1
303,1,"Keane, Miss. Nora A",1,28.0,0,0,12.35,Queenstown,1
304,0,"Williams, Mr. Howard Hugh ""Harry""",0,28.0,0,0,8.05,Southampton,1
305,1,"Allison, Master. Hudson Trevor",0,0.92,1,2,151.55,Southampton,4
306,1,"Fleming, Miss. Margaret",1,28.0,0,0,110.8833,Cherbourg,1
307,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,17.0,1,0,108.9,Cherbourg,2
308,0,"Abelson, Mr. Samuel",0,30.0,1,0,24.0,Cherbourg,2
309,1,"Francatelli, Miss. Laura Mabel",1,30.0,0,0,56.9292,Cherbourg,1
310,1,"Hays, Miss. Margaret Bechstein",1,24.0,0,0,83.1583,Cherbourg,1
311,1,"Ryerson, Miss. Emily Borie",1,18.0,2,2,262.375,Cherbourg,5
312,0,"Lahtinen, Mrs. William (Anna Sylfven)",1,26.0,1,1,26.0,Southampton,3
313,0,"Hendekovic, Mr. Ignjac",0,28.0,0,0,7.8958,Southampton,1
314,0,"Hart, Mr. Benjamin",0,43.0,1,1,26.25,Southampton,3
315,1,"Nilsson, Miss. Helmina Josefina",1,26.0,0,0,7.8542,Southampton,1
316,1,"Kantor, Mrs. Sinai (Miriam Sternin)",1,24.0,1,0,26.0,Southampton,2
317,0,"Moraweck, Dr. Ernest",0,54.0,0,0,14.0,Southampton,1
318,1,"Wick, Miss. Mary Natalie",1,31.0,0,2,164.8667,Southampton,3
319,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,40.0,1,1,134.5,Cherbourg,3
320,0,"Dennis, Mr. Samuel",0,22.0,0,0,7.25,Southampton,1
321,0,"Danoff, Mr. Yoto",0,27.0,0,0,7.8958,Southampton,1
322,1,"Slayter, Miss. Hilda Mary",1,30.0,0,0,12.35,Queenstown,1
323,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,22.0,1,1,29.0,Southampton,3
324,0,"Sage, Mr. George John Jr",0,28.0,8,2,69.55,Southampton,11
325,1,"Young, Miss. Marie Grice",1,36.0,0,0,135.6333,Cherbourg,1
326,0,"Nysveen, Mr. Johan Hansen",0,61.0,0,0,6.2375,Southampton,1
327,1,"Ball, Mrs. (Ada E Hall)",1,36.0,0,0,13.0,Southampton,1
328,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,31.0,1,1,20.525,Southampton,3
329,1,"Hippach, Miss. Jean Gertrude",1,16.0,0,1,57.9792,Cherbourg,2
330,1,"McCoy, Miss. Agnes",1,28.0,2,0,23.25,Queenstown,3
331,0,"Partner, Mr. Austen",0,45.5,0,0,28.5,Southampton,1
332,0,"Graham, Mr. George Edward",0,38.0,0,1,153.4625,Southampton,2
333,0,"Vander Planke, Mr. Leo Edmondus",0,16.0,2,0,18.0,Southampton,3
334,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",1,28.0,1,0,133.65,Southampton,2
335,0,"Denkoff, Mr. Mitto",0,28.0,0,0,7.8958,Southampton,1
336,0,"Pears, Mr. Thomas Clinton",0,29.0,1,0,66.6,Southampton,2
337,1,"Burns, Miss. Elizabeth Margaret",1,41.0,0,0,134.5,Cherbourg,1
338,1,"Dahl, Mr. Karl Edwart",0,45.0,0,0,8.05,Southampton,1
339,0,"Blackwell, Mr. Stephen Weart",0,45.0,0,0,35.5,Southampton,1
340,1,"Navratil, Master. Edmond Roger",0,2.0,1,1,26.0,Southampton,3
341,1,"Fortune, Miss. Alice Elizabeth",1,24.0,3,2,263.0,Southampton,6
342,0,"Collander, Mr. Erik Gustaf",0,28.0,0,0,13.0,Southampton,1
343,0,"Sedgwick, Mr. Charles Frederick Waddington",0,25.0,0,0,13.0,Southampton,1
344,0,"Fox, Mr. Stanley Hubert",0,36.0,0,0,13.0,Southampton,1
345,1,"Brown, Miss. Amelia ""Mildred""",1,24.0,0,0,13.0,Southampton,1
346,1,"Smith, Miss. Marion Elsie",1,40.0,0,0,13.0,Southampton,1
347,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",1,28.0,1,0,16.1,Southampton,2
348,1,"Coutts, Master. William Loch ""William""",0,3.0,1,1,15.9,Southampton,3
349,0,"Dimic, Mr. Jovan",0,42.0,0,0,8.6625,Southampton,1
350,0,"Odahl, Mr. Nils Martin",0,23.0,0,0,9.225,Southampton,1
351,0,"Williams-Lambert, Mr. Fletcher Fellows",0,28.0,0,0,35.0,Southampton,1
352,0,"Elias, Mr. Tannous",0,15.0,1,1,7.2292,Cherbourg,3
353,0,"Arnold-Franchi, Mr. Josef",0,25.0,1,0,17.8,Southampton,2
354,0,"Yousif, Mr. Wazli",0,28.0,0,0,7.225,Cherbourg,1
355,0,"Vanden Steen, Mr. Leo Peter",0,28.0,0,0,9.5,Southampton,1
356,1,"Bowerman, Miss. Elsie Edith",1,22.0,0,1,55.0,Southampton,2
357,0,"Funk, Miss. Annie Clemmer",1,38.0,0,0,13.0,Southampton,1
358,1,"McGovern, Miss. Mary",1,28.0,0,0,7.8792,Queenstown,1
359,1,"Mockler, Miss. Helen Mary ""Ellie""",1,28.0,0,0,7.8792,Queenstown,1
360,0,"Skoog, Mr. Wilhelm",0,40.0,1,4,27.9,Southampton,6
361,0,"del Carlo, Mr. Sebastiano",0,29.0,1,0,27.7208,Cherbourg,2
362,0,"Barbara, Mrs. (Catherine David)",1,45.0,0,1,14.4542,Cherbourg,2
363,0,"Asim, Mr. Adola",0,35.0,0,0,7.05,Southampton,1
364,0,"O'Brien, Mr. Thomas",0,28.0,1,0,15.5,Queenstown,2
365,0,"Adahl, Mr. Mauritz Nils Martin",0,30.0,0,0,7.25,Southampton,1
366,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",1,60.0,1,0,75.25,Cherbourg,2
367,1,"Moussa, Mrs. (Mantoura Boulos)",1,28.0,0,0,7.2292,Cherbourg,1
368,1,"Jermyn, Miss. Annie",1,28.0,0,0,7.75,Queenstown,1
369,1,"Aubart, Mme. Leontine Pauline",1,24.0,0,0,69.3,Cherbourg,1
370,1,"Harder, Mr. George Achilles",0,25.0,1,0,55.4417,Cherbourg,2
371,0,"Wiklund, Mr. Jakob Alfred",0,18.0,1,0,6.4958,Southampton,2
372,0,"Beavan, Mr. William Thomas",0,19.0,0,0,8.05,Southampton,1
373,0,"Ringhini, Mr. Sante",0,22.0,0,0,135.6333,Cherbourg,1
374,0,"Palsson, Miss. Stina Viola",1,3.0,3,1,21.075,Southampton,5
375,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",1,28.0,1,0,82.1708,Cherbourg,2
376,1,"Landergren, Miss. Aurora Adelia",1,22.0,0,0,7.25,Southampton,1
377,0,"Widener, Mr. Harry Elkins",0,27.0,0,2,211.5,Cherbourg,3
378,0,"Betros, Mr. Tannous",0,20.0,0,0,4.0125,Cherbourg,1
379,0,"Gustafsson, Mr. Karl Gideon",0,19.0,0,0,7.775,Southampton,1
380,1,"Bidois, Miss. Rosalie",1,42.0,0,0,227.525,Cherbourg,1
381,1,"Nakid, Miss. Maria (""Mary"")",1,1.0,0,2,15.7417,Cherbourg,3
382,0,"Tikkanen, Mr. Juho",0,32.0,0,0,7.925,Southampton,1
383,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,35.0,1,0,52.0,Southampton,2
384,0,"Plotcharsky, Mr. Vasil",0,28.0,0,0,7.8958,Southampton,1
385,0,"Davies, Mr. Charles Henry",0,18.0,0,0,73.5,Southampton,1
386,0,"Goodwin, Master. Sidney Leonard",0,1.0,5,2,46.9,Southampton,8
387,1,"Buss, Miss. Kate",1,36.0,0,0,13.0,Southampton,1
388,0,"Sadlier, Mr. Matthew",0,28.0,0,0,7.7292,Queenstown,1
389,1,"Lehmann, Miss. Bertha",1,17.0,0,0,12.0,Cherbourg,1
390,1,"Carter, Mr. William Ernest",0,36.0,1,2,120.0,Southampton,4
391,1,"Jansson, Mr. Carl Olof",0,21.0,0,0,7.7958,Southampton,1
392,0,"Gustafsson, Mr. Johan Birger",0,28.0,2,0,7.925,Southampton,3
393,1,"Newell, Miss. Marjorie",1,23.0,1,0,113.275,Cherbourg,2
394,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,24.0,0,2,16.7,Southampton,3
395,0,"Johansson, Mr. Erik",0,22.0,0,0,7.7958,Southampton,1
396,0,"Olsson, Miss. Elina",1,31.0,0,0,7.8542,Southampton,1
397,0,"McKane, Mr. Peter David",0,46.0,0,0,26.0,Southampton,1
398,0,"Pain, Dr. Alfred",0,23.0,0,0,10.5,Southampton,1
399,1,"Trout, Mrs. William H (Jessie L)",1,28.0,0,0,12.65,Southampton,1
400,1,"Niskanen, Mr. Juha",0,39.0,0,0,7.925,Southampton,1
401,0,"Adams, Mr. John",0,26.0,0,0,8.05,Southampton,1
402,0,"Jussila, Miss. Mari Aina",1,21.0,1,0,9.825,Southampton,2
403,0,"Hakkarainen, Mr. Pekka Pietari",0,28.0,1,0,15.85,Southampton,2
404,0,"Oreskovic, Miss. Marija",1,20.0,0,0,8.6625,Southampton,1
405,0,"Gale, Mr. Shadrach",0,34.0,1,0,21.0,Southampton,2
406,0,"Widegren, Mr. Carl/Charles Peter",0,51.0,0,0,7.75,Southampton,1
407,1,"Richards, Master. William Rowe",0,3.0,1,1,18.75,Southampton,3
408,0,"Birkeland, Mr. Hans Martin Monsen",0,21.0,0,0,7.775,Southampton,1
409,0,"Lefebre, Miss. Ida",1,28.0,3,1,25.4667,Southampton,5
410,0,"Sdycoff, Mr. Todor",0,28.0,0,0,7.8958,Southampton,1
411,0,"Hart, Mr. Henry",0,28.0,0,0,6.8583,Queenstown,1
412,1,"Minahan, Miss. Daisy E",1,33.0,1,0,90.0,Queenstown,2
413,0,"Cunningham, Mr. Alfred Fleming",0,28.0,0,0,0.0,Southampton,1
414,1,"Sundman, Mr. Johan Julian",0,44.0,0,0,7.925,Southampton,1
415,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",1,28.0,0,0,8.05,Southampton,1
416,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,34.0,1,1,32.5,Southampton,3
417,1,"Silven, Miss. Lyyli Karoliina",1,18.0,0,2,13.0,Southampton,3
418,0,"Matthews, Mr. William John",0,30.0,0,0,13.0,Southampton,1
419,0,"Van Impe, Miss. Catharina",1,10.0,0,2,24.15,Southampton,3
420,0,"Gheorgheff, Mr. Stanio",0,28.0,0,0,7.8958,Cherbourg,1
421,0,"Charters, Mr. David",0,21.0,0,0,7.7333,Queenstown,1
422,0,"Zimmerman, Mr. Leo",0,29.0,0,0,7.875,Southampton,1
423,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,28.0,1,1,14.4,Southampton,3
424,0,"Rosblom, Mr. Viktor Richard",0,18.0,1,1,20.2125,Southampton,3
425,0,"Wiseman, Mr. Phillippe",0,28.0,0,0,7.25,Southampton,1
426,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,28.0,1,0,26.0,Southampton,2
427,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,19.0,0,0,26.0,Southampton,1
428,0,"Flynn, Mr. James",0,28.0,0,0,7.75,Queenstown,1
429,1,"Pickard, Mr. Berk (Berk Trembisky)",0,32.0,0,0,8.05,Southampton,1
430,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,28.0,0,0,26.55,Southampton,1
431,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",1,28.0,1,0,16.1,Southampton,2
432,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,42.0,1,0,26.0,Southampton,2
433,0,"Kallio, Mr. Nikolai Erland",0,17.0,0,0,7.125,Southampton,1
434,0,"Silvey, Mr. William Baird",0,50.0,1,0,55.9,Southampton,2
435,1,"Carter, Miss. Lucile Polk",1,14.0,1,2,120.0,Southampton,4
436,0,"Ford, Miss. Doolina Margaret ""Daisy""",1,21.0,2,2,34.375,Southampton,5
437,1,"Richards, Mrs. Sidney (Emily Hocking)",1,24.0,2,3,18.75,Southampton,6
438,0,"Fortune, Mr. Mark",0,64.0,1,4,263.0,Southampton,6
439,0,"Kvillner, Mr. Johan Henrik Johannesson",0,31.0,0,0,10.5,Southampton,1
440,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,45.0,1,1,26.25,Southampton,3
441,0,"Hampe, Mr. Leon",0,20.0,0,0,9.5,Southampton,1
442,0,"Petterson, Mr. Johan Emil",0,25.0,1,0,7.775,Southampton,2
443,1,"Reynaldo, Ms. Encarnacion",1,28.0,0,0,13.0,Southampton,1
444,1,"Johannesen-Bratthammer, Mr. Bernt",0,28.0,0,0,8.1125,Southampton,1
445,1,"Dodge, Master. Washington",0,4.0,0,2,81.8583,Southampton,3
446,1,"Mellinger, Miss. Madeleine Violet",1,13.0,0,1,19.5,Southampton,2
447,1,"Seward, Mr. Frederic Kimber",0,34.0,0,0,26.55,Southampton,1
448,1,"Baclini, Miss. Marie Catherine",1,5.0,2,1,19.2583,Cherbourg,4
449,1,"Peuchen, Major. Arthur Godfrey",0,52.0,0,0,30.5,Southampton,1
450,0,"West, Mr. Edwy Arthur",0,36.0,1,2,27.75,Southampton,4
451,0,"Hagland, Mr. Ingvald Olai Olsen",0,28.0,1,0,19.9667,Southampton,2
452,0,"Foreman, Mr. Benjamin Laventall",0,30.0,0,0,27.75,Cherbourg,1
453,1,"Goldenberg, Mr. Samuel L",0,49.0,1,0,89.1042,Cherbourg,2
454,0,"Peduzzi, Mr. Joseph",0,28.0,0,0,8.05,Southampton,1
455,1,"Jalsevac, Mr. Ivan",0,29.0,0,0,7.8958,Cherbourg,1
456,0,"Millet, Mr. Francis Davis",0,65.0,0,0,26.55,Southampton,1
457,1,"Kenyon, Mrs. Frederick R (Marion)",1,28.0,1,0,51.8625,Southampton,2
458,1,"Toomey, Miss. Ellen",1,50.0,0,0,10.5,Southampton,1
459,0,"O'Connor, Mr. Maurice",0,28.0,0,0,7.75,Queenstown,1
460,1,"Anderson, Mr. Harry",0,48.0,0,0,26.55,Southampton,1
461,0,"Morley, Mr. William",0,34.0,0,0,8.05,Southampton,1
462,0,"Gee, Mr. Arthur H",0,47.0,0,0,38.5,Southampton,1
463,0,"Milling, Mr. Jacob Christian",0,48.0,0,0,13.0,Southampton,1
464,0,"Maisner, Mr. Simon",0,28.0,0,0,8.05,Southampton,1
465,0,"Goncalves, Mr. Manuel Estanslas",0,38.0,0,0,7.05,Southampton,1
466,0,"Campbell, Mr. William",0,28.0,0,0,0.0,Southampton,1
467,0,"Smart, Mr. John Montgomery",0,56.0,0,0,26.55,Southampton,1
468,0,"Scanlan, Mr. James",0,28.0,0,0,7.725,Queenstown,1
469,1,"Baclini, Miss. Helene Barbara",1,0.75,2,1,19.2583,Cherbourg,4
470,0,"Keefe, Mr. Arthur",0,28.0,0,0,7.25,Southampton,1
471,0,"Cacic, Mr. Luka",0,38.0,0,0,8.6625,Southampton,1
472,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,33.0,1,2,27.75,Southampton,4
473,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,23.0,0,0,13.7917,Cherbourg,1
474,0,"Strandberg, Miss. Ida Sofia",1,22.0,0,0,9.8375,Southampton,1
475,0,"Clifford, Mr. George Quincy",0,28.0,0,0,52.0,Southampton,1
476,0,"Renouf, Mr. Peter Henry",0,34.0,1,0,21.0,Southampton,2
477,0,"Braund, Mr. Lewis Richard",0,29.0,1,0,7.0458,Southampton,2
478,0,"Karlsson, Mr. Nils August",0,22.0,0,0,7.5208,Southampton,1
479,1,"Hirvonen, Miss. Hildur E",1,2.0,0,1,12.2875,Southampton,2
480,0,"Goodwin, Master. Harold Victor",0,9.0,5,2,46.9,Southampton,8
481,0,"Frost, Mr. Anthony Wood ""Archie""",0,28.0,0,0,0.0,Southampton,1
482,0,"Rouse, Mr. Richard Henry",0,50.0,0,0,8.05,Southampton,1
483,1,"Turkula, Mrs. (Hedwig)",1,63.0,0,0,9.5875,Southampton,1
484,1,"Bishop, Mr. Dickinson H",0,25.0,1,0,91.0792,Cherbourg,2
485,0,"Lefebre, Miss. Jeannie",1,28.0,3,1,25.4667,Southampton,5
486,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,35.0,1,0,90.0,Southampton,2
487,0,"Kent, Mr. Edward Austin",0,58.0,0,0,29.7,Cherbourg,1
488,0,"Somerton, Mr. Francis William",0,30.0,0,0,8.05,Southampton,1
489,1,"Coutts, Master. Eden Leslie ""Neville""",0,9.0,1,1,15.9,Southampton,3
490,0,"Hagland, Mr. Konrad Mathias Reiersen",0,28.0,1,0,19.9667,Southampton,2
491,0,"Windelov, Mr. Einar",0,21.0,0,0,7.25,Southampton,1
492,0,"Molson, Mr. Harry Markland",0,55.0,0,0,30.5,Southampton,1
493,0,"Artagaveytia, Mr. Ramon",0,71.0,0,0,49.5042,Cherbourg,1
494,0,"Stanley, Mr. Edward Roland",0,21.0,0,0,8.05,Southampton,1
495,0,"Yousseff, Mr. Gerious",0,28.0,0,0,14.4583,Cherbourg,1
496,1,"Eustis, Miss. Elizabeth Mussey",1,54.0,1,0,78.2667,Cherbourg,2
497,0,"Shellard, Mr. Frederick William",0,28.0,0,0,15.1,Southampton,1
498,0,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",1,25.0,1,2,151.55,Southampton,4
499,0,"Svensson, Mr. Olof",0,24.0,0,0,7.7958,Southampton,1
500,0,"Calic, Mr. Petar",0,17.0,0,0,8.6625,Southampton,1
501,0,"Canavan, Miss. Mary",1,21.0,0,0,7.75,Queenstown,1
502,0,"O'Sullivan, Miss. Bridget Mary",1,28.0,0,0,7.6292,Queenstown,1
503,0,"Laitinen, Miss. Kristina Sofia",1,37.0,0,0,9.5875,Southampton,1
504,1,"Maioni, Miss. Roberta",1,16.0,0,0,86.5,Southampton,1
505,0,"Penasco y Castellana, Mr. Victor de Satode",0,18.0,1,0,108.9,Cherbourg,2
506,1,"Quick, Mrs. Frederick Charles (Jane Richards)",1,33.0,0,2,26.0,Southampton,3
507,1,"Bradley, Mr. George (""George Arthur Brayton"")",0,28.0,0,0,26.55,Southampton,1
508,0,"Olsen, Mr. Henry Margido",0,28.0,0,0,22.525,Southampton,1
509,1,"Lang, Mr. Fang",0,26.0,0,0,56.4958,Southampton,1
510,1,"Daly, Mr. Eugene Patrick",0,29.0,0,0,7.75,Queenstown,1
511,0,"Webber, Mr. James",0,28.0,0,0,8.05,Southampton,1
512,1,"McGough, Mr. James Robert",0,36.0,0,0,26.2875,Southampton,1
513,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,54.0,1,0,59.4,Cherbourg,2
514,0,"Coleff, Mr. Satio",0,24.0,0,0,7.4958,Southampton,1
515,0,"Walker, Mr. William Anderson",0,47.0,0,0,34.0208,Southampton,1
516,1,"Lemore, Mrs. (Amelia Milley)",1,34.0,0,0,10.5,Southampton,1
517,0,"Ryan, Mr. Patrick",0,28.0,0,0,24.15,Queenstown,1
518,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,36.0,1,0,26.0,Southampton,2
519,0,"Pavlovic, Mr. Stefo",0,32.0,0,0,7.8958,Southampton,1
520,1,"Perreault, Miss. Anne",1,30.0,0,0,93.5,Southampton,1
521,0,"Vovk, Mr. Janko",0,22.0,0,0,7.8958,Southampton,1
522,0,"Lahoud, Mr. Sarkis",0,28.0,0,0,7.225,Cherbourg,1
523,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,44.0,0,1,57.9792,Cherbourg,2
524,0,"Kassem, Mr. Fared",0,28.0,0,0,7.2292,Cherbourg,1
525,0,"Farrell, Mr. James",0,40.5,0,0,7.75,Queenstown,1
526,1,"Ridsdale, Miss. Lucy",1,50.0,0,0,10.5,Southampton,1
527,0,"Farthing, Mr. John",0,28.0,0,0,221.7792,Southampton,1
528,0,"Salonen, Mr. Johan Werner",0,39.0,0,0,7.925,Southampton,1
529,0,"Hocking, Mr. Richard George",0,23.0,2,1,11.5,Southampton,4
530,1,"Quick, Miss. Phyllis May",1,2.0,1,1,26.0,Southampton,3
531,0,"Toufik, Mr. Nakli",0,28.0,0,0,7.2292,Cherbourg,1
532,0,"Elias, Mr. Joseph Jr",0,17.0,1,1,7.2292,Cherbourg,3
533,1,"Peter, Mrs. Catherine (Catherine Rizk)",1,28.0,0,2,22.3583,Cherbourg,3
534,0,"Cacic, Miss. Marija",1,30.0,0,0,8.6625,Southampton,1
535,1,"Hart, Miss. Eva Miriam",1,7.0,0,2,26.25,Southampton,3
536,0,"Butt, Major. Archibald Willingham",0,45.0,0,0,26.55,Southampton,1
537,1,"LeRoy, Miss. Bertha",1,30.0,0,0,106.425,Cherbourg,1
538,0,"Risien, Mr. Samuel Beard",0,28.0,0,0,14.5,Southampton,1
539,1,"Frolicher, Miss. Hedwig Margaritha",1,22.0,0,2,49.5,Cherbourg,3
540,1,"Crosby, Miss. Harriet R",1,36.0,0,2,71.0,Southampton,3
541,0,"Andersson, Miss. Ingeborg Constanzia",1,9.0,4,2,31.275,Southampton,7
542,0,"Andersson, Miss. Sigrid Elisabeth",1,11.0,4,2,31.275,Southampton,7
543,1,"Beane, Mr. Edward",0,32.0,1,0,26.0,Southampton,2
544,0,"Douglas, Mr. Walter Donald",0,50.0,1,0,106.425,Cherbourg,2
545,0,"Nicholson, Mr. Arthur Ernest",0,64.0,0,0,26.0,Southampton,1
546,1,"Beane, Mrs. Edward (Ethel Clarke)",1,19.0,1,0,26.0,Southampton,2
547,1,"Padro y Manent, Mr. Julian",0,28.0,0,0,13.8625,Cherbourg,1
548,0,"Goldsmith, Mr. Frank John",0,33.0,1,1,20.525,Southampton,3
549,1,"Davies, Master. John Morgan Jr",0,8.0,1,1,36.75,Southampton,3
550,1,"Thayer, Mr. John Borland Jr",0,17.0,0,2,110.8833,Cherbourg,3
551,0,"Sharp, Mr. Percival James R",0,27.0,0,0,26.0,Southampton,1
552,0,"O'Brien, Mr. Timothy",0,28.0,0,0,7.8292,Queenstown,1
553,1,"Leeni, Mr. Fahim (""Philip Zenni"")",0,22.0,0,0,7.225,Cherbourg,1
554,1,"Ohman, Miss. Velin",1,22.0,0,0,7.775,Southampton,1
555,0,"Wright, Mr. George",0,62.0,0,0,26.55,Southampton,1
556,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,48.0,1,0,39.6,Cherbourg,2
557,0,"Robbins, Mr. Victor",0,28.0,0,0,227.525,Cherbourg,1
558,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,39.0,1,1,79.65,Southampton,3
559,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,36.0,1,0,17.4,Southampton,2
560,0,"Morrow, Mr. Thomas Rowan",0,28.0,0,0,7.75,Queenstown,1
561,0,"Sivic, Mr. Husein",0,40.0,0,0,7.8958,Southampton,1
562,0,"Norman, Mr. Robert Douglas",0,28.0,0,0,13.5,Southampton,1
563,0,"Simmons, Mr. John",0,28.0,0,0,8.05,Southampton,1
564,0,"Meanwell, Miss. (Marion Ogden)",1,28.0,0,0,8.05,Southampton,1
565,0,"Davies, Mr. Alfred J",0,24.0,2,0,24.15,Southampton,3
566,0,"Stoytcheff, Mr. Ilia",0,19.0,0,0,7.8958,Southampton,1
567,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",1,29.0,0,4,21.075,Southampton,5
568,0,"Doharr, Mr. Tannous",0,28.0,0,0,7.2292,Cherbourg,1
569,1,"Jonsson, Mr. Carl",0,32.0,0,0,7.8542,Southampton,1
570,1,"Harris, Mr. George",0,62.0,0,0,10.5,Southampton,1
571,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1,53.0,2,0,51.4792,Southampton,3
572,1,"Flynn, Mr. John Irwin (""Irving"")",0,36.0,0,0,26.3875,Southampton,1
573,1,"Kelly, Miss. Mary",1,28.0,0,0,7.75,Queenstown,1
574,0,"Rush, Mr. Alfred George John",0,16.0,0,0,8.05,Southampton,1
575,0,"Patchett, Mr. George",0,19.0,0,0,14.5,Southampton,1
576,1,"Garside, Miss. Ethel",1,34.0,0,0,13.0,Southampton,1
577,1,"Silvey, Mrs. William Baird (Alice Munger)",1,39.0,1,0,55.9,Southampton,2
578,0,"Caram, Mrs. Joseph (Maria Elias)",1,28.0,1,0,14.4583,Cherbourg,2
579,1,"Jussila, Mr. Eiriik",0,32.0,0,0,7.925,Southampton,1
580,1,"Christy, Miss. Julie Rachel",1,25.0,1,1,30.0,Southampton,3
581,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,39.0,1,1,110.8833,Cherbourg,3
582,0,"Downton, Mr. William James",0,54.0,0,0,26.0,Southampton,1
583,0,"Ross, Mr. John Hugo",0,36.0,0,0,40.125,Cherbourg,1
584,0,"Paulner, Mr. Uscher",0,28.0,0,0,8.7125,Cherbourg,1
585,1,"Taussig, Miss. Ruth",1,18.0,0,2,79.65,Southampton,3
586,0,"Jarvis, Mr. John Denzil",0,47.0,0,0,15.0,Southampton,1
587,1,"Frolicher-Stehli, Mr. Maxmillian",0,60.0,1,1,79.2,Cherbourg,3
588,0,"Gilinski, Mr. Eliezer",0,22.0,0,0,8.05,Southampton,1
589,0,"Murdlin, Mr. Joseph",0,28.0,0,0,8.05,Southampton,1
590,0,"Rintamaki, Mr. Matti",0,35.0,0,0,7.125,Southampton,1
591,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,52.0,1,0,78.2667,Cherbourg,2
