,Survived,Name,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize
592,0,"Elsbury, Mr. William James",0,47.0,0,0,7.25,Southampton,1
593,0,"Bourke, Miss. Mary",1,28.0,0,2,7.75,Queenstown,3
594,0,"Chapman, Mr. John Henry",0,37.0,1,0,26.0,Southampton,2
595,0,"Van Impe, Mr. Jean Baptiste",0,36.0,1,1,24.15,Southampton,3
596,1,"Leitch, Miss. Jessie Wills",1,28.0,0,0,33.0,Southampton,1
597,0,"Johnson, Mr. Alfred",0,49.0,0,0,0.0,Southampton,1
598,0,"Boulos, Mr. Hanna",0,28.0,0,0,7.225,Cherbourg,1
599,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",0,49.0,1,0,56.9292,Cherbourg,2
600,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1,24.0,2,1,27.0,Southampton,4
601,0,"Slabenoff, Mr. Petco",0,28.0,0,0,7.8958,Southampton,1
602,0,"Harrington, Mr. Charles H",0,28.0,0,0,42.4,Southampton,1
603,0,"Torber, Mr. Ernst William",0,44.0,0,0,8.05,Southampton,1
604,1,"Homer, Mr. Harry (""Mr E Haven"")",0,35.0,0,0,26.55,Cherbourg,1
605,0,"Lindell, Mr. Edvard Bengtsson",0,36.0,1,0,15.55,Southampton,2
606,0,"Karaic, Mr. Milan",0,30.0,0,0,7.8958,Southampton,1
607,1,"Daniel, Mr. Robert Williams",0,27.0,0,0,30.5,Southampton,1
608,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1,22.0,1,2,41.5792,Cherbourg,4
609,1,"Shutes, Miss. Elizabeth W",1,40.0,0,0,153.4625,Southampton,1
610,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",1,39.0,1,5,31.275,Southampton,7
611,0,"Jardin, Mr. Jose Neto",0,28.0,0,0,7.05,Southampton,1
612,1,"Murphy, Miss. Margaret Jane",1,28.0,1,0,15.5,Queenstown,2
613,0,"Horgan, Mr. John",0,28.0,0,0,7.75,Queenstown,1
614,0,"Brocklebank, Mr. William Alfred",0,35.0,0,0,8.05,Southampton,1
615,1,"Herman, Miss. Alice",1,24.0,1,2,65.0,Southampton,4
616,0,"Danbom, Mr. Ernst Gilbert",0,34.0,1,1,14.4,Southampton,3
617,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",1,26.0,1,0,16.1,Southampton,2
618,1,"Becker, Miss. Marion Louise",1,4.0,2,1,39.0,Southampton,4
619,0,"Gavey, Mr. Lawrence",0,26.0,0,0,10.5,Southampton,1
620,0,"Yasbeck, Mr. Antoni",0,27.0,1,0,14.4542,Cherbourg,2
621,1,"Kimball, Mr. Edwin Nelson Jr",0,42.0,1,0,52.5542,Southampton,2
622,1,"Nakid, Mr. Sahid",0,20.0,1,1,15.7417,Cherbourg,3
623,0,"Hansen, Mr. Henry Damsgaard",0,21.0,0,0,7.8542,Southampton,1
624,0,"Bowen, Mr. David John ""Dai""",0,21.0,0,0,16.1,Southampton,1
625,0,"Sutton, Mr. Frederick",0,61.0,0,0,32.3208,Southampton,1
626,0,"Kirkland, Rev. Charles Leonard",0,57.0,0,0,12.35,Queenstown,1
627,1,"Longley, Miss. Gretchen Fiske",1,21.0,0,0,77.9583,Southampton,1
628,0,"Bostandyeff, Mr. Guentcho",0,26.0,0,0,7.8958,Southampton,1
629,0,"O'Connell, Mr. Patrick D",0,28.0,0,0,7.7333,Queenstown,1
630,1,"Barkworth, Mr. Algernon Henry Wilson",0,80.0,0,0,30.0,Southampton,1
631,0,"Lundahl, Mr. Johan Svensson",0,51.0,0,0,7.0542,Southampton,1
632,1,"Stahelin-Maeglin, Dr. Max",0,32.0,0,0,30.5,Cherbourg,1
633,0,"Parr, Mr. William Henry Marsh",0,28.0,0,0,0.0,Southampton,1
634,0,"Skoog, Miss. Mabel",1,9.0,3,2,27.9,Southampton,6
635,1,"Davis, Miss. Mary",1,28.0,0,0,13.0,Southampton,1
636,0,"Leinonen, Mr. Antti Gustaf",0,32.0,0,0,7.925,Southampton,1
637,0,"Collyer, Mr. Harvey",0,31.0,1,1,26.25,Southampton,3
638,0,"Panula, Mrs. Juha (Maria Emilia Ojala)",1,41.0,0,5,39.6875,Southampton,6
639,0,"Thorneycroft, Mr. Percival",0,28.0,1,0,16.1,Southampton,2
640,0,"Jensen, Mr. Hans Peder",0,20.0,0,0,7.8542,Southampton,1
641,1,"Sagesser, Mlle. Emma",1,24.0,0,0,69.3,Cherbourg,1
642,0,"Skoog, Miss. Margit Elizabeth",1,2.0,3,2,27.9,Southampton,6
643,1,"Foo, Mr. Choong",0,28.0,0,0,56.4958,Southampton,1
644,1,"Baclini, Miss. Eugenie",1,0.75,2,1,19.2583,Cherbourg,4
645,1,"Harper, Mr. Henry Sleeper",0,48.0,1,0,76.7292,Cherbourg,2
646,0,"Cor, Mr. Liudevit",0,19.0,0,0,7.8958,Southampton,1
647,1,"Simonius-Blumer, Col. Oberst Alfons",0,56.0,0,0,35.5,Cherbourg,1
648,0,"Willey, Mr. Edward",0,28.0,0,0,7.55,Southampton,1
649,1,"Stanley, Miss. Amy Zillah Elsie",1,23.0,0,0,7.55,Southampton,1
650,0,"Mitkoff, Mr. Mito",0,28.0,0,0,7.8958,Southampton,1
651,1,"Doling, Miss. Elsie",1,18.0,0,1,23.0,Southampton,2
652,0,"Kalvik, Mr. Johannes Halvorsen",0,21.0,0,0,8.4333,Southampton,1
653,1,"O'Leary, Miss. Hanora ""Norah""",1,28.0,0,0,7.8292,Queenstown,1
654,0,"Hegarty, Miss. Hanora ""Nora""",1,18.0,0,0,6.75,Queenstown,1
655,0,"Hickman, Mr. Leonard Mark",0,24.0,2,0,73.5,Southampton,3
656,0,"Radeff, Mr. Alexander",0,28.0,0,0,7.8958,Southampton,1
657,0,"Bourke, Mrs. John (Catherine)",1,32.0,1,1,15.5,Queenstown,3
658,0,"Eitemiller, Mr. George Floyd",0,23.0,0,0,13.0,Southampton,1
659,0,"Newell, Mr. Arthur Webster",0,58.0,0,2,113.275,Cherbourg,3
660,1,"Frauenthal, Dr. Henry William",0,50.0,2,0,133.65,Southampton,3
661,0,"Badt, Mr. Mohamed",0,40.0,0,0,7.225,Cherbourg,1
662,0,"Colley, Mr. Edward Pomeroy",0,47.0,0,0,25.5875,Southampton,1
663,0,"Coleff, Mr. Peju",0,36.0,0,0,7.4958,Southampton,1
664,1,"Lindqvist, Mr. Eino William",0,20.0,1,0,7.925,Southampton,2
665,0,"Hickman, Mr. Lewis",0,32.0,2,0,73.5,Southampton,3
666,0,"Butler, Mr. Reginald Fenton",0,25.0,0,0,13.0,Southampton,1
667,0,"Rommetvedt, Mr. Knud Paust",0,28.0,0,0,7.775,Southampton,1
668,0,"Cook, Mr. Jacob",0,43.0,0,0,8.05,Southampton,1
669,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,28.0,1,0,52.0,Southampton,2
670,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1,40.0,1,1,39.0,Southampton,3
671,0,"Davidson, Mr. Thornton",0,31.0,1,0,52.0,Southampton,2
672,0,"Mitchell, Mr. Henry Michael",0,70.0,0,0,10.5,Southampton,1
673,1,"Wilhelms, Mr. Charles",0,31.0,0,0,13.0,Southampton,1
674,0,"Watson, Mr. Ennis Hastings",0,28.0,0,0,0.0,Southampton,1
675,0,"Edvardsson, Mr. Gustaf Hjalmar",0,18.0,0,0,7.775,Southampton,1
676,0,"Sawyer, Mr. Frederick Charles",0,24.5,0,0,8.05,Southampton,1
677,1,"Turja, Miss. Anna Sofia",1,18.0,0,0,9.8417,Southampton,1
678,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",1,43.0,1,6,46.9,Southampton,8
679,1,"Cardeza, Mr. Thomas Drake Martinez",0,36.0,0,1,512.3292,Cherbourg,2
680,0,"Peters, Miss. Katie",1,28.0,0,0,8.1375,Queenstown,1
681,1,"Hassab, Mr. Hammad",0,27.0,0,0,76.7292,Cherbourg,1
682,0,"Olsvigen, Mr. Thor Anderson",0,20.0,0,0,9.225,Southampton,1
683,0,"Goodwin, Mr. Charles Edward",0,14.0,5,2,46.9,Southampton,8
684,0,"Brown, Mr. Thomas William Solomon",0,60.0,1,1,39.0,Southampton,3
685,0,"Laroche, Mr. Joseph Philippe Lemercier",0,25.0,1,2,41.5792,Cherbourg,4
686,0,"Panula, Mr. Jaako Arnold",0,14.0,4,1,39.6875,Southampton,6
687,0,"Dakic, Mr. Branko",0,19.0,0,0,10.1708,Southampton,1
688,0,"Fischer, Mr. Eberhard Thelander",0,18.0,0,0,7.7958,Southampton,1
689,1,"Madill, Miss. Georgette Alexandra",1,15.0,0,1,211.3375,Southampton,2
690,1,"Dick, Mr. Albert Adrian",0,31.0,1,0,57.0,Southampton,2
691,1,"Karun, Miss. Manca",1,4.0,0,1,13.4167,Cherbourg,2
692,1,"Lam, Mr. Ali",0,28.0,0,0,56.4958,Southampton,1
693,0,"Saad, Mr. Khalil",0,25.0,0,0,7.225,Cherbourg,1
694,0,"Weir, Col. John",0,60.0,0,0,26.55,Southampton,1
695,0,"Chapman, Mr. Charles Henry",0,52.0,0,0,13.5,Southampton,1
696,0,"Kelly, Mr. James",0,44.0,0,0,8.05,Southampton,1
697,1,"Mullens, Miss. Katherine ""Katie""",1,28.0,0,0,7.7333,Queenstown,1
698,0,"Thayer, Mr. John Borland",0,49.0,1,1,110.8833,Cherbourg,3
699,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,42.0,0,0,7.65,Southampton,1
700,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1,18.0,1,0,227.525,Cherbourg,2
701,1,"Silverthorne, Mr. Spencer Victor",0,35.0,0,0,26.2875,Southampton,1
702,0,"Barbara, Miss. Saiide",1,18.0,0,1,14.4542,Cherbourg,2
703,0,"Gallagher, Mr. Martin",0,25.0,0,0,7.7417,Queenstown,1
704,0,"Hansen, Mr. Henrik Juul",0,26.0,1,0,7.8542,Southampton,2
705,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,39.0,0,0,26.0,Southampton,1
706,1,"Kelly, Mrs. Florence ""Fannie""",1,45.0,0,0,13.5,Southampton,1
707,1,"Calderhead, Mr. Edward Pennington",0,42.0,0,0,26.2875,Southampton,1
708,1,"Cleaver, Miss. Alice",1,22.0,0,0,151.55,Southampton,1
709,1,"Moubarek, Master. Halim Gonios (""William George"")",0,28.0,1,1,15.2458,Cherbourg,3
710,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,24.0,0,0,49.5042,Cherbourg,1
711,0,"Klaber, Mr. Herman",0,28.0,0,0,26.55,Southampton,1
712,1,"Taylor, Mr. Elmer Zebley",0,48.0,1,0,52.0,Southampton,2
713,0,"Larsson, Mr. August Viktor",0,29.0,0,0,9.4833,Southampton,1
714,0,"Greenberg, Mr. Samuel",0,52.0,0,0,13.0,Southampton,1
715,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,19.0,0,0,7.65,Southampton,1
716,1,"Endres, Miss. Caroline Louise",1,38.0,0,0,227.525,Cherbourg,1
717,1,"Troutt, Miss. Edwina Celia ""Winnie""",1,27.0,0,0,10.5,Southampton,1
718,0,"McEvoy, Mr. Michael",0,28.0,0,0,15.5,Queenstown,1
719,0,"Johnson, Mr. Malkolm Joackim",0,33.0,0,0,7.775,Southampton,1
720,1,"Harper, Miss. Annie Jessie ""Nina""",1,6.0,0,1,33.0,Southampton,2
721,0,"Jensen, Mr. Svend Lauritz",0,17.0,1,0,7.0542,Southampton,2
722,0,"Gillespie, Mr. William Henry",0,34.0,0,0,13.0,Southampton,1
723,0,"Hodges, Mr. Henry Price",0,50.0,0,0,13.0,Southampton,1
724,1,"Chambers, Mr. Norman Campbell",0,27.0,1,0,53.1,Southampton,2
725,0,"Oreskovic, Mr. Luka",0,20.0,0,0,8.6625,Southampton,1
726,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",1,30.0,3,0,21.0,Southampton,4
727,1,"Mannion, Miss. Margareth",1,28.0,0,0,7.7375,Queenstown,1
728,0,"Bryhl, Mr. Kurt Arnold Gottfrid",0,25.0,1,0,26.0,Southampton,2
729,0,"Ilmakangas, Miss. Pieta Sofia",1,25.0,1,0,7.925,Southampton,2
730,1,"Allen, Miss. Elisabeth Walton",1,29.0,0,0,211.3375,Southampton,1
731,0,"Hassan, Mr. Houssein G N",0,11.0,0,0,18.7875,Cherbourg,1
732,0,"Knight, Mr. Robert J",0,28.0,0,0,0.0,Southampton,1
733,0,"Berriman, Mr. William John",0,23.0,0,0,13.0,Southampton,1
734,0,"Troupiansky, Mr. Moses Aaron",0,23.0,0,0,13.0,Southampton,1
735,0,"Williams, Mr. Leslie",0,28.5,0,0,16.1,Southampton,1
736,0,"Ford, Mrs. Edward (Margaret Ann Watson)",1,48.0,1,3,34.375,Southampton,5
737,1,"Lesurer, Mr. Gustave J",0,35.0,0,0,512.3292,Cherbourg,1
738,0,"Ivanoff, Mr. Kanio",0,28.0,0,0,7.8958,Southampton,1
739,0,"Nankoff, Mr. Minko",0,28.0,0,0,7.8958,Southampton,1
740,1,"Hawksford, Mr. Walter James",0,28.0,0,0,30.0,Southampton,1
741,0,"Cavendish, Mr. Tyrell William",0,36.0,1,0,78.85,Southampton,2
742,1,"Ryerson, Miss. Susan Parker ""Suzette""",1,21.0,2,2,262.375,Cherbourg,5
743,0,"McNamee, Mr. Neal",0,24.0,1,0,16.1,Southampton,2
744,1,"Stranden, Mr. Juho",0,31.0,0,0,7.925,Southampton,1
745,0,"Crosby, Capt. Edward Gifford",0,70.0,1,1,71.0,Southampton,3
746,0,"Abbott, Mr. Rossmore Edward",0,16.0,1,1,20.25,Southampton,3
747,1,"Sinkkonen, Miss. Anna",1,30.0,0,0,13.0,Southampton,1
748,0,"Marvin, Mr. Daniel Warner",0,19.0,1,0,53.1,Southampton,2
749,0,"Connaghton, Mr. Michael",0,31.0,0,0,7.75,Queenstown,1
750,1,"Wells, Miss. Joan",1,4.0,1,1,23.0,Southampton,3
751,1,"Moor, Master. Meier",0,6.0,0,1,12.475,Southampton,2
752,0,"Vande Velde, Mr. Johannes Joseph",0,33.0,0,0,9.5,Southampton,1
753,0,"Jonkoff, Mr. Lalio",0,23.0,0,0,7.8958,Southampton,1
754,1,"Herman, Mrs. Samuel (Jane Laver)",1,48.0,1,2,65.0,Southampton,4
755,1,"Hamalainen, Master. Viljo",0,0.67,1,1,14.5,Southampton,3
756,0,"Carlsson, Mr. August Sigfrid",0,28.0,0,0,7.7958,Southampton,1
757,0,"Bailey, Mr. Percy Andrew",0,18.0,0,0,11.5,Southampton,1
758,0,"Theobald, Mr. Thomas Leonard",0,34.0,0,0,8.05,Southampton,1
759,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,33.0,0,0,86.5,Southampton,1
760,0,"Garfirth, Mr. John",0,28.0,0,0,14.5,Southampton,1
761,0,"Nirva, Mr. Iisakki Antino Aijo",0,41.0,0,0,7.125,Southampton,1
762,1,"Barah, Mr. Hanna Assi",0,20.0,0,0,7.2292,Cherbourg,1
763,1,"Carter, Mrs. William Ernest (Lucile Polk)",1,36.0,1,2,120.0,Southampton,4
764,0,"Eklund, Mr. Hans Linus",0,16.0,0,0,7.775,Southampton,1
765,1,"Hogeboom, Mrs. John C (Anna Andrews)",1,51.0,1,0,77.9583,Southampton,2
766,0,"Brewe, Dr. Arthur Jackson",0,28.0,0,0,39.6,Cherbourg,1
767,0,"Mangan, Miss. Mary",1,30.5,0,0,7.75,Queenstown,1
768,0,"Moran, Mr. Daniel J",0,28.0,1,0,24.15,Queenstown,2
769,0,"Gronnestad, Mr. Daniel Danielsen",0,32.0,0,0,8.3625,Southampton,1
770,0,"Lievens, Mr. Rene Aime",0,24.0,0,0,9.5,Southampton,1
771,0,"Jensen, Mr. Niels Peder",0,48.0,0,0,7.8542,Southampton,1
772,0,"Mack, Mrs. (Mary)",1,57.0,0,0,10.5,Southampton,1
773,0,"Elias, Mr. Dibo",0,28.0,0,0,7.225,Cherbourg,1
774,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",1,54.0,1,3,23.0,Southampton,5
775,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,18.0,0,0,7.75,Southampton,1
776,0,"Tobin, Mr. Roger",0,28.0,0,0,7.75,Queenstown,1
777,1,"Emanuel, Miss. Virginia Ethel",1,5.0,0,0,12.475,Southampton,1
778,0,"Kilgannon, Mr. Thomas J",0,28.0,0,0,7.7375,Queenstown,1
779,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,43.0,0,1,211.3375,Southampton,2
780,1,"Ayoub, Miss. Banoura",1,13.0,0,0,7.2292,Cherbourg,1
781,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,17.0,1,0,57.0,Southampton,2
782,0,"Long, Mr. Milton Clyde",0,29.0,0,0,30.0,Southampton,1
783,0,"Johnston, Mr. Andrew G",0,28.0,1,2,23.45,Southampton,4
784,0,"Ali, Mr. William",0,25.0,0,0,7.05,Southampton,1
785,0,"Harmer, Mr. Abraham (David Lishin)",0,25.0,0,0,7.25,Southampton,1
786,1,"Sjoblom, Miss. Anna Sofia",1,18.0,0,0,7.4958,Southampton,1
787,0,"Rice, Master. George Hugh",0,8.0,4,1,29.125,Queenstown,6
788,1,"Dean, Master. Bertram Vere",0,1.0,1,2,20.575,Southampton,4
789,0,"Guggenheim, Mr. Benjamin",0,46.0,0,0,79.2,Cherbourg,1
790,0,"Keane, Mr. Andrew ""Andy""",0,28.0,0,0,7.75,Queenstown,1
791,0,"Gaskell, Mr. Alfred",0,16.0,0,0,26.0,Southampton,1
792,0,"Sage, Miss. Stella Anna",1,28.0,8,2,69.55,Southampton,11
793,0,"Hoyt, Mr. William Fisher",0,28.0,0,0,30.6958,Cherbourg,1
794,0,"Dantcheff, Mr. Ristiu",0,25.0,0,0,7.8958,Southampton,1
795,0,"Otter, Mr. Richard",0,39.0,0,0,13.0,Southampton,1
796,1,"Leader, Dr. Alice (Farnham)",1,49.0,0,0,25.9292,Southampton,1
797,1,"Osman, Mrs. Mara",1,31.0,0,0,8.6833,Southampton,1
798,0,"Ibrahim Shawah, Mr. Yousseff",0,30.0,0,0,7.2292,Cherbourg,1
799,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",1,30.0,1,1,24.15,Southampton,3
800,0,"Ponesell, Mr. Martin",0,34.0,0,0,13.0,Southampton,1
801,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",1,31.0,1,1,26.25,Southampton,3
802,1,"Carter, Master. William Thornton II",0,11.0,1,2,120.0,Southampton,4
803,1,"Thomas, Master. Assad Alexander",0,0.42,0,1,8.5167,Cherbourg,2
804,1,"Hedman, Mr. Oskar Arvid",0,27.0,0,0,6.975,Southampton,1
805,0,"Johansson, Mr. Karl Johan",0,31.0,0,0,7.775,Southampton,1
806,0,"Andrews, Mr. Thomas Jr",0,39.0,0,0,0.0,Southampton,1
807,0,"Pettersson, Miss. Ellen Natalia",1,18.0,0,0,7.775,Southampton,1
808,0,"Meyer, Mr. August",0,39.0,0,0,13.0,Southampton,1
809,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,33.0,1,0,53.1,Southampton,2
810,0,"Alexander, Mr. William",0,26.0,0,0,7.8875,Southampton,1
811,0,"Lester, Mr. James",0,39.0,0,0,24.15,Southampton,1
812,0,"Slemen, Mr. Richard James",0,35.0,0,0,10.5,Southampton,1
813,0,"Andersson, Miss. Ebba Iris Alfrida",1,6.0,4,2,31.275,Southampton,7
814,0,"Tomlin, Mr. Ernest Portage",0,30.5,0,0,8.05,Southampton,1
815,0,"Fry, Mr. Richard",0,28.0,0,0,0.0,Southampton,1
816,0,"Heininen, Miss. Wendla Maria",1,23.0,0,0,7.925,Southampton,1
817,0,"Mallet, Mr. Albert",0,31.0,1,1,37.0042,Cherbourg,3
818,0,"Holm, Mr. John Fredrik Alexander",0,43.0,0,0,6.45,Southampton,1
819,0,"Skoog, Master. Karl Thorsten",0,10.0,3,2,27.9,Southampton,6
820,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,52.0,1,1,93.5,Southampton,3
821,1,"Lulic, Mr. Nikola",0,27.0,0,0,8.6625,Southampton,1
822,0,"Reuchlin, Jonkheer. John George",0,38.0,0,0,0.0,Southampton,1
823,1,"Moor, Mrs. (Beila)",1,27.0,0,1,12.475,Southampton,2
824,0,"Panula, Master. Urho Abraham",0,2.0,4,1,39.6875,Southampton,6
825,0,"Flynn, Mr. John",0,28.0,0,0,6.95,Queenstown,1
826,0,"Lam, Mr. Len",0,28.0,0,0,56.4958,Southampton,1
827,1,"Mallet, Master. Andre",0,1.0,0,2,37.0042,Cherbourg,3
828,1,"McCormack, Mr. Thomas Joseph",0,28.0,0,0,7.75,Queenstown,1
830,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",1,15.0,1,0,14.4542,Cherbourg,2
831,1,"Richards, Master. George Sibley",0,0.83,1,1,18.75,Southampton,3
832,0,"Saad, Mr. Amin",0,28.0,0,0,7.2292,Cherbourg,1
833,0,"Augustsson, Mr. Albert",0,23.0,0,0,7.8542,Southampton,1
834,0,"Allum, Mr. Owen George",0,18.0,0,0,8.3,Southampton,1
835,1,"Compton, Miss. Sara Rebecca",1,39.0,1,1,83.1583,Cherbourg,3
836,0,"Pasic, Mr. Jakob",0,21.0,0,0,8.6625,Southampton,1
837,0,"Sirota, Mr. Maurice",0,28.0,0,0,8.05,Southampton,1
838,1,"Chip, Mr. Chang",0,32.0,0,0,56.4958,Southampton,1
839,1,"Marechal, Mr. Pierre",0,28.0,0,0,29.7,Cherbourg,1
840,0,"Alhomaki, Mr. Ilmari Rudolf",0,20.0,0,0,7.925,Southampton,1
841,0,"Mudd, Mr. Thomas Charles",0,16.0,0,0,10.5,Southampton,1
842,1,"Serepeca, Miss. Augusta",1,30.0,0,0,31.0,Cherbourg,1
843,0,"Lemberopolous, Mr. Peter L",0,34.5,0,0,6.4375,Cherbourg,1
844,0,"Culumovic, Mr. Jeso",0,17.0,0,0,8.6625,Southampton,1
845,0,"Abbing, Mr. Anthony",0,42.0,0,0,7.55,Southampton,1
846,0,"Sage, Mr. Douglas Bullen",0,28.0,8,2,69.55,Southampton,11
847,0,"Markoff, Mr. Marin",0,35.0,0,0,7.8958,Cherbourg,1
848,0,"Harper, Rev. John",0,28.0,0,1,33.0,Southampton,2
849,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",1,28.0,1,0,89.1042,Cherbourg,2
850,0,"Andersson, Master. Sigvard Harald Elias",0,4.0,4,2,31.275,Southampton,7
851,0,"Svensson, Mr. Johan",0,74.0,0,0,7.775,Southampton,1
852,0,"Boulos, Miss. Nourelain",1,9.0,1,1,15.2458,Cherbourg,3
853,1,"Lines, Miss. Mary Conover",1,16.0,0,1,39.4,Southampton,2
854,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",1,44.0,1,0,26.0,Southampton,2
855,1,"Aks, Mrs. Sam (Leah Rosen)",1,18.0,0,1,9.35,Southampton,2
856,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",1,45.0,1,1,164.8667,Southampton,3
857,1,"Daly, Mr. Peter Denis ",0,51.0,0,0,26.55,Southampton,1
858,1,"Baclini, Mrs. Solomon (Latifa Qurban)",1,24.0,0,3,19.2583,Cherbourg,4
859,0,"Razi, Mr. Raihed",0,28.0,0,0,7.2292,Cherbourg,1
860,0,"Hansen, Mr. Claus Peter",0,41.0,2,0,14.1083,Southampton,3
861,0,"Giles, Mr. Frederick Edward",0,21.0,1,0,11.5,Southampton,2
862,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,48.0,0,0,25.9292,Southampton,1
863,0,"Sage, Miss. Dorothy Edith ""Dolly""",1,28.0,8,2,69.55,Southampton,11
864,0,"Gill, Mr. John William",0,24.0,0,0,13.0,Southampton,1
865,1,"Bystrom, Mrs. (Karolina)",1,42.0,0,0,13.0,Southampton,1
866,1,"Duran y More, Miss. Asuncion",1,27.0,1,0,13.8583,Cherbourg,2
867,0,"Roebling, Mr. Washington Augustus II",0,31.0,0,0,50.4958,Southampton,1
868,0,"van Melkebeke, Mr. Philemon",0,28.0,0,0,9.5,Southampton,1
869,1,"Johnson, Master. Harold Theodor",0,4.0,1,1,11.1333,Southampton,3
870,0,"Balkic, Mr. Cerin",0,26.0,0,0,7.8958,Southampton,1
871,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,47.0,1,1,52.5542,Southampton,3
872,0,"Carlsson, Mr. Frans Olof",0,33.0,0,0,5.0,Southampton,1
873,0,"Vander Cruyssen, Mr. Victor",0,47.0,0,0,9.0,Southampton,1
874,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,28.0,1,0,24.0,Cherbourg,2
875,1,"Najib, Miss. Adele Kiamie ""Jane""",1,15.0,0,0,7.225,Cherbourg,1
876,0,"Gustafsson, Mr. Alfred Ossian",0,20.0,0,0,9.8458,Southampton,1
877,0,"Petroff, Mr. Nedelio",0,19.0,0,0,7.8958,Southampton,1
878,0,"Laleff, Mr. Kristo",0,28.0,0,0,7.8958,Southampton,1
879,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,56.0,0,1,83.1583,Cherbourg,2
880,1,"Shelley, Mrs. William (Imanita Parrish Hall)",1,25.0,0,1,26.0,Southampton,2
881,0,"Markun, Mr. Johann",0,33.0,0,0,7.8958,Southampton,1
882,0,"Dahlberg, Miss. Gerda Ulrika",1,22.0,0,0,10.5167,Southampton,1
883,0,"Banfield, Mr. Frederick James",0,28.0,0,0,10.5,Southampton,1
884,0,"Sutehall, Mr. Henry Jr",0,25.0,0,0,7.05,Southampton,1
885,0,"Rice, Mrs. William (Margaret Norton)",1,39.0,0,5,29.125,Queenstown,6
886,0,"Montvila, Rev. Juozas",0,27.0,0,0,13.0,Southampton,1
887,1,"Graham, Miss. Margaret Edith",1,19.0,0,0,30.0,Southampton,1
888,0,"Johnston, Miss. Catherine Helen ""Carrie""",1,28.0,1,2,23.45,Southampton,4
889,1,"Behr, Mr. Karl Howell",0,26.0,0,0,30.0,Cherbourg,1
890,0,"Dooley, Mr. Patrick",0,32.0,0,0,7.75,Queenstown,1
